漢字	拼音	IPA	注釋										
聖	siann5	ɕia ̃˨˩˨											
城	siann2	ɕia ̃˥˥											
成	siann2	ɕia ̃˥˥											
成	tsiann2	tɕia ̃˥˥	又，唔~人										
成	seng2	seŋ˥˥	文										
誠	seng2	seŋ˥˥											
盛	seng4	seŋ˧˥											
盛	siann6	ɕia ̃˧˩	白										
頸	kenn5	ke ̃˨˩˨											
勁	kenn5	ke ̃˨˩˨											
勁	keng4	keŋ˧˥	文										
輕	khing1	kʰiŋ˧˧											
嬰	eng1	eŋ˧˧											
纓	eng3	eŋ˥˨											
盈	iong2	ioŋ˥˥											
盈	eng2	eŋ˥˥	又										
贏	iann2	ia ̃˥˥											
姘	pheng1	pʰeŋ˧˧											
拼	piann5	pia ̃˨˩˨											
拼	pheng1	pʰeŋ˧˧	又										
瓶	phing2	pʰiŋ˥˥											
屏	phing2	pʰiŋ˥˥											
並	peng4	peŋ˧˥											
銘	meng2	meŋ˥˥											
暝	menn2	me ̃˥˥	~昏										
冥	meng2	meŋ˥˥											
丁	teng1	teŋ˧˧											
釘	teng1	teŋ˧˧											
頂	teng3	teŋ˥˨											
鼎	tiann3	tia ̃˥˨											
釘	teng5	teŋ˨˩˨											
訂	teng5	teŋ˨˩˨											
聽	thiann1	tʰia ̃˧˧											
汀	theng1	tʰeŋ˧˧											
汀	teng1	teŋ˧˧	又，汕頭鷗~										
廳	thiann1	tʰia ̃˧˧											
聽	theng5	tʰeŋ˨˩˨	文										
廷	theng2	tʰeŋ˥˥											
停	theng2	tʰeŋ˥˥											
亭	teng2	teŋ˥˥											
庭	theng2	tʰeŋ˥˥											
蜓	theng2	tʰeŋ˥˥											
挺	theng3	tʰeŋ˥˨											
艇	theng3	tʰeŋ˥˨											
錠	tiann4	tia ̃˧˥											
錠	teng4	teŋ˧˥	文										
定	tiann6	tia ̃˧˩											
定	teng4	teŋ˧˥	文										
寧	leng2	leŋ˥˥											
寧	neng2	neŋ˥˥	又										
佞	leng4	leŋ˧˥											
靈	leng2	leŋ˥˥											
零	leng2	leŋ˥˥											
鈴	leng1	leŋ˧˧											
伶	leng2	leŋ˥˥											
另	leng2	leŋ˥˥											
青	tshenn1	tsʰe ̃˧˧											
蜻	tshenn1	tsʰe ̃˧˧											
星	tshenn1	tsʰe ̃˧˧											
腥	tshenn1	tsʰe ̃˧˧											
醒	tshenn3	tsʰe ̃˥˨											
經	kiann1	kia ̃˧˧	白，易~										
經	kenn1	ke ̃˧˧	又白										
經	keng1	keŋ˧˧	文										
徑	kenn5	ke ̃˨˩˨											
磬	kheng5	kʰeŋ˨˩˨											
馨	heng1	heŋ˧˧											
刑	heng2	heŋ˥˥											
型	heng2	heŋ˥˥											
形	heng2	heŋ˥˥											
百	peh7	peʔ˨											
柏	peh7	peʔ˨											
伯	peh7	peʔ˨											
迫	pek7	pek˨											
拍	phah7	pʰaʔ˨											
珀	phek7	pʰek˨											
魄	phek7	pʰek˨											
魄	thoh7	tʰoʔ˨	又										
白	peh8	peʔ˥˦											
帛	peh8	peʔ˥˦											
陌	mik8	mik˥˦											
陌	mek8	mek˥˦	文										
拆	thiah7	tʰiaʔ˨											
擇	toh8	toʔ˥˦											
澤	tsek8	tsek˥˦											
宅	theh8	tʰeʔ˥˦											
窄	tsa5	tsa˨˩˨											
格	keh7	keʔ˨											
客	kheh7	kʰeʔ˨											
客	khah7	kʰaʔ˨	又										
咳	ka1	ka˧˧											
額	hiah8	hiaʔ˥˦											
赫	heh7	heʔ˨											
麥	beh8	ᵐbeʔ˥˦											
脈	meh8	meʔ˥˦											
摘	tiah7	tiaʔ˨											
責	tseh7	tseʔ˨											
策	tsheh7	tsʰeʔ˨											
冊	tsheh7	tsʰeʔ˨											
柵	tsah8	tsaʔ˥˦											
柵	sang1	saŋ˧˧	又										
革	kek7	kek˨											
隔	keh7	keʔ˨											
核	huk8	huk˥˦	俗										
核	hek7	hek˨	文										
厄	eh7	eʔ˨											
扼	eh7	eʔ˨											
軛	eh7	eʔ˨											
碧	phek7	pʰek˨											
戟	kek7	kek˨											
隙	khiah7	kʰiaʔ˨											
劇	kiah8	kiaʔ˥˦											
屐	kiah8	kiaʔ˥˦											
逆	ngek8	ŋek˥˦											
璧	piah7	piaʔ˨											
僻	phiah8	pʰiaʔ˥˦											
辟	phek7	pʰek˨											
積	tseh7	tseʔ˨											
積	tsek7	tsek˨	文，~惡										
跡	tsiah7	tɕiaʔ˨											
脊	tsiah7	tɕiaʔ˨											
籍	tsia4	tɕia˧˥											
藉	tsiah4	tɕiaʔ˧˥											
昔	sek7	sek˨											
惜	sioh7	ɕioʔ˨											
席	tshioh8	tɕʰioʔ˥˦											
席	siah8	ɕiaʔ˥˦	又，酒~										
夕	sek7	sek˨											
擲	sek7	sek˨											
只	tsiah7	tɕiaʔ˨											
炙	tshiah7	tɕʰiaʔ˨											
赤	tshiah7	tɕʰiaʔ˨											
斥	tshek7	tsʰek˨											
尺	tshioh7	tɕʰioʔ˨											
射	iah7	iaʔ˨	通“斁”										
適	sek7	sek˨											
釋	sek7	sek˨											
石	tsioh8	tɕioʔ˥˦											
石	sioh8	ɕioʔ˥˦	又，~榴										
碩	sek7	sek˨											
益	iah7	iaʔ˨											
亦	ia6	ia˧˩	訓“也”										
亦	ek8	ek˥˦											
譯	ek8	ek˥˦											
易	iah8	iaʔ˥˦	白，~經										
易	ek8	ek˥˦											
液	ek8	ek˥˦											
腋	ek8	ek˥˦											
壁	piah7	piaʔ˨											
霹	phek7	pʰek˨											
劈	phek7	pʰek˨											
劈	phoh7	pʰoʔ˨	又										
覓	mik8	mik˥˦											
滴	tih7	tiʔ˨											
嫡	tiah7	tiaʔ˨	白										
嫡	tek8	tek˥˦											
的	tek8	tek˥˦											
的	ti1	ti˧˧	文										
踢	thak7	tʰak˨											
踢	nek7	nek˨	俗										
踢	thek7	tʰek˨	文										
剔	thak7	tʰak˨											
剔	thek7	tʰek˨	文										
狄	tek8	tek˥˦											
笛	tek8	tek˥˦											
敵	tek8	tek˥˦											
糴	tiah7	tiaʔ˨											
溺	nek8	nek˥˦											
曆	leh8	leʔ˥˦											
歷	leh8	leʔ˥˦											
績	tseh7	tseʔ˨											
戚	tshek7	tsʰek˨											
寂	sok7	sok˨											
錫	siah7	ɕiaʔ˨											
析	sek7	sek˨											
擊	khek7	kʰek˨											
激	kek7	kek˨											
喫	ngek7	ŋek˨											
喫	ngiak7	ŋiak˨	又										
礦	khuang5	kʰuaŋ˨˩˨											
橫	huenn2	hue ̃˥˥											
轟	hong1	hoŋ˧˧											
宏	hong2	hoŋ˥˥											
兄	hiann1	hia ̃˧˧											
榮	iong2	ioŋ˥˥											
永	iong3	ioŋ˥˨											
泳	iong5	ioŋ˨˩˨											
詠	iong5	ioŋ˨˩˨											
傾	khuang1	kʰuaŋ˧˧											
傾	kheng1	kʰeŋ˧˧	文										
頃	khuang3	kʰuaŋ˥˨											
瓊	khuang2	kʰuaŋ˥˥											
營	iann2	ia ̃˥˥											
塋	eng2	eŋ˥˥											
穎	theng3	tʰeŋ˥˨											
穎	khuang3	kʰuaŋ˥˨	又										
螢	eng2	eŋ˥˥											
瑩	eng2	eŋ˥˥											
迥	kuang3	kuaŋ˥˨											
虢	khiak7	kʰiak˨											
獲	uak8	uak˥˦											
劃	ueh8	ueʔ˥˦											
役	hiah8	hiaʔ˥˦	白										
疫	mok8	mok˥˦	俗										
疫	ek8	ek˥˦											
篷	phang2	pʰaŋ˥˥											
篷	phong2	pʰoŋ˥˥											
蓬	phong2	pʰoŋ˥˥											
蒙	mou2	mou˥˥											
檬	mou2	mou˥˥											
懵	mong3	moŋ˥˨											
東	tang1	taŋ˧˧											
東	tong1	toŋ˧˧	文										
董	tang3	taŋ˥˨	白，姓氏										
董	tong3	toŋ˥˨											
懂	tong3	toŋ˥˨											
棟	tong5	toŋ˨˩˨											
凍	tang5	taŋ˨˩˨	白，結~										
凍	tong5	toŋ˨˩˨											
通	thang1	tʰaŋ˧˧	白										
通	thang5	tʰaŋ˨˩˨	又										
通	thong1	tʰoŋ˧˧											
桶	thang3	tʰaŋ˥˨											
捅	thng3	tʰŋ˥˨	白										
捅	thong3	tʰoŋ˥˨											
痛	thiann5	tʰia ̃˨˩˨											
痛	thong5	tʰoŋ˨˩˨											
同	tang2	taŋ˥˥											
同	thong2	tʰoŋ˥˥											
銅	tang2	taŋ˥˥											
桐	thong2	tʰoŋ˥˥											
筒	tang2	taŋ˥˥											
筒	tang4	taŋ˧˥	俗										
童	thong2	tʰoŋ˥˥											
瞳	thong2	tʰoŋ˥˥											
動	tang4	taŋ˧˥											
動	thang4	tʰaŋ˧˥	又										
動	tong4	toŋ˧˥	文										
洞	tang6	taŋ˧˩											
洞	thong2	tʰoŋ˥˥	又文，~庭湖										
洞	tong6	toŋ˧˩	文										
籠	lang2	laŋ˥˥											
籠	long2	loŋ˥˥	文										
籠	long3	loŋ˥˨	又，~統										
聾	lang6	laŋ˧˩											
攏	long3	loŋ˥˨											
攏	nong3	noŋ˥˨	又										
弄	long4	loŋ˧˥											
弄	nong4	noŋ˧˥	又										
棕	tsang1	tsaŋ˧˧											
鬃	tsang1	tsaŋ˧˧											
總	tsong3	tsoŋ˥˨											
粽	tsang5	tsaŋ˨˩˨											
聰	tshong1	tsʰoŋ˧˧											
匆	tshong1	tsʰoŋ˧˧											
蔥	tshong1	tsʰoŋ˧˧											
囪	tshong1	tsʰoŋ˧˧											
叢	tsang2	tsaŋ˥˥											
送	sang5	saŋ˨˩˨											
公	kong1	koŋ˧˧											
工	kang1	kaŋ˧˧											
工	khang1	kʰaŋ˧˧	俗，~課										
功	kong1	koŋ˧˧											
攻	kong1	koŋ˧˧											
貢	kong5	koŋ˨˩˨											
空	khang1	kʰaŋ˧˧											
空	khong1	kʰoŋ˧˧	文										
孔	khong3	kʰoŋ˥˨											
控	khong5	kʰoŋ˨˩˨											
烘	hong1	hoŋ˧˧											
烘	hong2	hoŋ˥˥	又										
哄	hong1	hoŋ˧˧											
哄	hong3	hoŋ˥˨	又										
哄	hong5	hoŋ˨˩˨	又										
紅	ang2	aŋ˥˥											
紅	kang1	kaŋ˧˧	又，女~										
紅	hong2	hoŋ˥˥	文										
洪	ang2	aŋ˥˥											
洪	hong2	hoŋ˥˥	文										
鴻	hong2	hoŋ˥˥											
虹	kheng4	kʰeŋ˧˥	俗										
虹	hong2	hoŋ˥˥											
汞	kong5	koŋ˨˩˨											
閧	hong5	hoŋ˨˩˨											
翁	ang1	aŋ˧˧	白，丈夫										
翁	eng1	eŋ˧˧	又白，姓氏										
翁	ong1	oŋ˧˧											
甕	ang5	aŋ˨˩˨											
冬	tang1	taŋ˧˧											
統	thong3	tʰoŋ˥˨											
農	nong2	noŋ˥˥											
農	long2	loŋ˥˥	又										
膿	lang2	laŋ˥˥											
膿	long2	loŋ˥˥	文										
宗	tsong1	tsoŋ˧˧											
松	sang1	saŋ˧˧											
松	song1	soŋ˧˧	文										
宋	song5	soŋ˨˩˨											
風	huang1	huaŋ˧˧											
風	hong1	hoŋ˧˧	文										
瘋	hong1	hoŋ˧˧											
諷	hong5	hoŋ˨˩˨											
豐	hong1	hoŋ˧˧											
馮	pang2	paŋ˥˥											
鳳	hong4	hoŋ˧˥											
夢	mang6	maŋ˧˩											
隆	long2	loŋ˥˥											
嵩	song1	soŋ˧˧											
中	tang1	taŋ˧˧											
中	tong1	toŋ˧˧	文										
忠	tong1	toŋ˧˧											
中	teng5	teŋ˨˩˨											
中	tong5	toŋ˨˩˨	文										
蟲	thang2	tʰaŋ˥˥											
仲	tong4	toŋ˧˥											
崇	tshong2	tsʰoŋ˥˥											
終	tsong1	tsoŋ˧˧											
眾	tseng5	tseŋ˨˩˨											
充	tshong1	tsʰoŋ˧˧											
銃	tsheng5	tsʰeŋ˨˩˨											
絨	dzong2	dzoŋ˥˥											
戎	dzong2	dzoŋ˥˥											
弓	keng1	keŋ˧˧											
躬	kiong1	kioŋ˧˧											
宮	keng1	keŋ˧˧											
穹	kiong1	kioŋ˧˧	俗										
穹	khiong2	kʰioŋ˥˥											
窮	khiau1	kʰiau˧˧	訓										
窮	khiong2	kʰioŋ˥˥											
熊	him2	him˥˥											
雄	hiong2	hioŋ˥˥											
融	iong2	ioŋ˥˥											
封	huang1	huaŋ˧˧	白										
封	hong1	hoŋ˧˧											
峰	hong1	hoŋ˧˧											
蜂	phang1	pʰaŋ˧˧											
蜂	hong1	hoŋ˧˧	文										
鋒	hong1	hoŋ˧˧											
捧	phong3	pʰoŋ˥˨											
逢	phong2	pʰoŋ˥˥	白										
逢	hong2	hoŋ˥˥											
縫	phong2	pʰoŋ˥˥	白										
縫	hong2	hoŋ˥˥	文										
奉	hong4	hoŋ˧˥											
俸	hong4	hoŋ˧˥											
縫	phang6	pʰaŋ˧˩											
濃	long2	loŋ˥˥											
龍	leng2	leŋ˥˥											
隴	leng3	leŋ˥˨											
壟	long3	loŋ˥˨											
蹤	tsong1	tsoŋ˧˧											
縱	tsong5	tsoŋ˨˩˨											
從	tshong2	tsʰoŋ˥˥											
慫	song3	soŋ˥˨											
松	song2	soŋ˥˥											
誦	song4	soŋ˧˥											
頌	song4	soŋ˧˥											
訟	song4	soŋ˧˥											
塚	thong3	tʰoŋ˥˨											
寵	tshong3	tsʰoŋ˥˨											
重	teng2	teŋ˥˥											
重	tang4	taŋ˧˥											
重	tong2	toŋ˥˥	文，~慶										
重	tong4	toŋ˧˥	又文										
鐘	tseng1	tseŋ˧˧											
盅	tseng1	tseŋ˧˧											
種	tseng3	tseŋ˥˨											
腫	tseng3	tseŋ˥˨											
種	tseng5	tseŋ˨˩˨											
沖	tshong1	tsʰoŋ˧˧											
舂	tseng1	tseŋ˧˧											
茸	dzong2	dzoŋ˥˥											
冗	dziong3	dzioŋ˥˨											
恭	kiong1	kioŋ˧˧											
供	keng1	keŋ˧˧											
拱	kiong3	kioŋ˥˨											
鞏	khiong3	kʰioŋ˥˨											
恐	khiong3	kʰioŋ˥˨											
共	kang6	kaŋ˧˩											
胸	heng1	heŋ˧˧											
凶	hiong1	hioŋ˧˧											
雍	iong1	ioŋ˧˧											
擁	ong4	oŋ˧˥	俗										
擁	iong5	ioŋ˨˩˨											
擁	iong1	ioŋ˧˧	又										
容	iong2	ioŋ˥˥											
熔	iong2	ioŋ˥˥											
溶	ionn2	io ̃˥˥	白，潮湿状（存疑）										
溶	iong2	ioŋ˥˥											
庸	iong1	ioŋ˧˧											
甬	iong3	ioŋ˥˨											
勇	iong3	ioŋ˥˨											
湧	tshong1	tsʰoŋ˧˧	又										
湧	eng3	eŋ˥˨											
湧	iong3	ioŋ˥˨	文										
用	eng6	eŋ˧˩											
蔔	pok7	pok˨											
蔔	pok8	pok˥˦											
撲	phok7	pʰok˨											
僕	phok7	pʰok˨											
僕	pok8	pok˥˦											
曝	phak8	pʰak˥˦											
曝	pau4	pau˧˥	又，~光										
瀑	phak8	pʰak˥˦											
木	bak8	ᵐbak˥˦											
沐	mok8	mok˥˦											
禿	thuk7	tʰuk˨											
禿	thek7	tʰek˨											
禿	thok7	tʰok˨											
獨	tok8	tok˥˦											
讀	thak8	tʰak˥˦											
讀	tau6	tau˧˩											
牘	tok8	tok˥˦											
鹿	tek8	tek˥˦											
漉	lok7	lok˨											
祿	lok8	lok˥˦											
族	tsok8	tsok˥˦											
速	sok7	sok˨											
穀	kok7	kok˨											
哭	khau5	kʰau˨˩˨	俗										
哭	khok7	kʰok˨											
斛	hok8	hok˥˦											
屋	ok7	ok˨											
篤	tok7	tok˨											
督	tok7	tok˨											
毒	tak8	tak˥˦											
酷	khok7	kʰok˨											
沃	ak7	ak˨											
沃	ok7	ok˨	文										
沃	o4	o˧˥	又										
沃	o5	o˨˩˨	又，~爾瑪										
福	hok7	hok˨											
幅	pak7	pak˨											
蝠	hok7	hok˨											
複	hok7	hok˨											
複	hok8	hok˥˦	又										
腹	pak7	pak˨											
覆	hok8	hok˥˦											
服	hok8	hok˥˦											
伏	hok8	hok˥˦											
袱	hok8	hok˥˦											
目	mak8	mak˥˦											
目	mok8	mok˥˦											
穆	mok8	mok˥˦											
牧	mok8	mok˥˦											
六	lak8	lak˥˦											
陸	lek8	lek˥˦											
陸	lok8	lok˥˦	文，海~豐										
戮	lok8	lok˥˦											
肅	sok7	sok˨											
夙	sok7	sok˨											
宿	suah7	suaʔ˨											
宿	sok7	sok˨	文，~命										
竹	tek7	tek˨											
築	tok7	tok˨											
畜	thiok7	tʰiok˨											
搐	thek7	tʰek˨											
逐	tok8	tok˥˦											
軸	tek8	tek˥˦											
縮	sok7	sok˨											
祝	tsok7	tsok˨											
粥	tsok8	tsok˥˦											
叔	tsek7	tsek˨											
叔	sok7	sok˨	文，李~同										
熟	sek8	sek˥˦											
淑	sok7	sok˨											
肉	nek8	nek˥˦											
肉	bah7	ᵐbaʔ˨	訓										
菊	kek7	kek˨											
畜	thiok7	tʰiok˨											
蓄	thiok7	tʰiok˨											
鬱	hiok7	hiok˨											
鬱	uk7	uk˨											
育	iok8	iok˥˦											
綠	lek8	lek˥˦											
錄	lok8	lok˥˦											
足	tsok7	tsok˨											
促	tshok7	tsʰok˨											
粟	tshek7	tsʰek˨											
俗	sok8	sok˥˦											
續	sok8	sok˥˦											
燭	tsek7	tsek˨											
囑	tsok7	tsok˨											
觸	tshok7	tsʰok˨											
贖	sok8	sok˥˦											
束	sok7	sok˨											
蜀	tsuak8	tsuak˥˦											
蜀	dzuak8	dzuak˥˦	又										
屬	sok8	sok˥˦											
辱	dziok8	dziok˥˦											
辱	dzok8	dzok˥˦	又										
褥	dzok8	dzok˥˦											
鋦	kek8	kek˥˦											
鞠	kiok7	kiok˨											
曲	khek7	kʰek˨											
曲	khiok7	kʰiok˨	文										
局	kek8	kek˥˦											
玉	gek8	ᵑɡek˥˦											
獄	gek8	ᵑɡek˥˦											
旭	hiok7	hiok˨											
浴	ek8	ek˥˦											
欲	ainn5	ai ̃˨˩˨	俗，訓“愛”										
欲	iok8	iok˥˦											
