"汉字"	"拼音"	"IPA"	"注释"	"廈門"	"声调"	"调值"	"编号"	""	"缺音字"
"則"	"tsik7"	"tsik32"	"文"	""	""	""	""	""	""
"賊"	"tshat8"	"tsʰat4"	"白"	""	""	""	""	""	""
"賊"	"tsik8"	"tsik4"	"文"	""	""	""	""	""	""
"塞"	"sai5"	"sai21"	""	""	""	""	""	""	""
"塞"	"sak7"	"sak32"	""	""	""	""	""	""	""
"塞"	"sik7"	"sik32"	""	""	""	""	""	""	""
"刻"	"khik7"	"kʰik32"	""	""	""	""	""	""	""
"克"	"khat7"	"kʰat32"	"白"	""	""	""	""	""	""
"克"	"khik7"	"kʰik32"	"文"	""	""	""	""	""	""
"黑"	"hik7"	"hik32"	""	""	""	""	""	""	""
"逼"	"pik7"	"pik32"	""	""	""	""	""	""	""
"匿"	"lik8"	"lik4"	""	""	""	""	""	""	""
"力"	"lat8"	"lat4"	"白"	""	""	""	""	""	""
"力"	"lik8"	"lik4"	"文"	""	""	""	""	""	""
"即"	"tsit7"	"tsit32"	"白"	""	""	""	""	""	""
"即"	"tsik7"	"tsik32"	"文"	""	""	""	""	""	""
"鯽"	"tsit7"	"tsit32"	"白"	""	""	""	""	""	""
"鯽"	"tsik7"	"tsik32"	"文"	""	""	""	""	""	""
"稷"	"tsik7"	"tsik32"	""	""	""	""	""	""	""
"稷"	"sik7"	"sik32"	""	""	""	""	""	""	""
"息"	"sik7"	"sik32"	""	""	""	""	""	""	""
"熄"	"sit7"	"sit32"	"白"	""	""	""	""	""	""
"熄"	"sik7"	"sik32"	"文"	""	""	""	""	""	""
"媳"	"sik7"	"sik32"	""	""	""	""	""	""	""
"飭"	"thik7"	"tʰik32"	""	""	""	""	""	""	""
"直"	"tit8"	"tit4"	"白"	""	""	""	""	""	""
"直"	"tik8"	"tik4"	"文"	""	""	""	""	""	""
"值"	"tat8"	"tat4"	"白"	""	""	""	""	""	""
"值"	"tit8"	"tit4"	"白"	""	""	""	""	""	""
"值"	"tik8"	"tik4"	"文"	""	""	""	""	""	""
"側"	"tshik7"	"tsʰik32"	""	""	""	""	""	""	""
"測"	"tshik7"	"tsʰik32"	""	""	""	""	""	""	""
"惻"	"tshik7"	"tsʰik32"	""	""	""	""	""	""	""
"色"	"sik7"	"sik32"	""	""	""	""	""	""	""
"織"	"tsit7"	"tsit32"	"白"	""	""	""	""	""	""
"織"	"tsik7"	"tsik32"	"文"	""	""	""	""	""	""
"職"	"tsit7"	"tsit32"	"白"	""	""	""	""	""	""
"職"	"tsik7"	"tsik32"	"文"	""	""	""	""	""	""
"食"	"tsiah8"	"tsiaʔ4"	"俗"	""	""	""	""	""	""
"食"	"sit8"	"sit4"	"白"	""	""	""	""	""	""
"食"	"sik8"	"sik4"	"文"	""	""	""	""	""	""
"蝕"	"sih8"	"siʔ4"	"白"	""	""	""	""	""	""
"蝕"	"sit8"	"sit4"	"白"	""	""	""	""	""	""
"蝕"	"sik8"	"sik4"	"文"	""	""	""	""	""	""
"識"	"sik7"	"sik32"	""	""	""	""	""	""	""
"式"	"sit7"	"sit32"	"白"	""	""	""	""	""	""
"式"	"sik7"	"sik32"	"文"	""	""	""	""	""	""
"飾"	"sik7"	"sik32"	""	""	""	""	""	""	""
"殖"	"sit8"	"sit4"	"白"	""	""	""	""	""	""
"殖"	"sik8"	"sik4"	"文"	""	""	""	""	""	""
"植"	"sit8"	"sit4"	"白"	""	""	""	""	""	""
"植"	"sik8"	"sik4"	"文"	""	""	""	""	""	""
"棘"	"kik7"	"kik32"	""	""	""	""	""	""	""
"極"	"kik8"	"kik4"	""	""	""	""	""	""	""
"憶"	"ik7"	"ik32"	""	""	""	""	""	""	""
"億"	"ik7"	"ik32"	""	""	""	""	""	""	""
"抑"	"ah7"	"aʔ32"	"白"	""	""	""	""	""	""
"抑"	"iah7"	"iaʔ32"	"白"	""	""	""	""	""	""
"抑"	"ik7"	"ik32"	"文"	""	""	""	""	""	""
"弋"	"ik8"	"ik4"	""	""	""	""	""	""	""
"翼"	"sit8"	"sit4"	"白"	""	""	""	""	""	""
"翼"	"ik8"	"ik4"	"文"	""	""	""	""	""	""
"弘"	"hoong2"	"hɔŋ24"	""	""	""	""	""	""	""
"國"	"kook7"	"kɔk32"	""	""	""	""	""	""	""
"或"	"hik8"	"hik4"	""	""	""	""	""	""	""
"惑"	"hik8"	"hik4"	""	""	""	""	""	""	""
"域"	"hik8"	"hik4"	"白"	""	""	""	""	""	""
"域"	"ik8"	"ik4"	"文"	""	""	""	""	""	""
"烹"	"phing1"	"pʰiŋ44"	""	""	""	""	""	""	""
"彭"	"phinn2"	"pʰĩ24"	"白"	""	""	""	""	""	""
"彭"	"phing2"	"pʰiŋ24"	"文"	""	""	""	""	""	""
"膨"	"phing2"	"pʰiŋ24"	""	""	""	""	""	""	""
"盲"	"minn2"	"mĩ24"	"白"	""	""	""	""	""	""
"盲"	"boong2"	"bɔŋ24"	"文"	""	""	""	""	""	""
"猛"	"mih7"	"miʔ32"	"白"	""	""	""	""	""	""
"猛"	"bing3"	"biŋ53"	"文"	""	""	""	""	""	""
"孟"	"bing6"	"biŋ22"	""	""	""	""	""	""	""
"打"	"tann3"	"tã53"	""	""	""	""	""	""	""
"冷"	"ling3"	"liŋ53"	""	""	""	""	""	""	""
"撐"	"thenn1"	"tʰẽ44"	"白"	""	""	""	""	""	""
"撐"	"the1"	"tʰe44"	"白"	""	""	""	""	""	""
"撐"	"thing1"	"tʰiŋ44"	"文"	""	""	""	""	""	""
"鐺"	"tang1"	"taŋ44"	""	""	""	""	""	""	""
"鐺"	"toong1"	"tɔŋ44"	""	""	""	""	""	""	""
"生"	"sinn1"	"sĩ44"	"白"	""	""	""	""	""	""
"生"	"tshinn1"	"tsʰĩ44"	"白"	""	""	""	""	""	""
"生"	"sing1"	"siŋ44"	"文"	""	""	""	""	""	""
"牲"	"sinn1"	"sĩ44"	"白"	""	""	""	""	""	""
"牲"	"tsing1"	"tsiŋ44"	"白"	""	""	""	""	""	""
"牲"	"sing1"	"siŋ44"	"文"	""	""	""	""	""	""
"笙"	"sing1"	"siŋ44"	""	""	""	""	""	""	""
"甥"	"sing1"	"siŋ44"	""	""	""	""	""	""	""
"省"	"sing3"	"siŋ53"	""	""	""	""	""	""	""
"更"	"kinn1"	"kĩ44"	"白"	""	""	""	""	""	""
"更"	"king1"	"kiŋ44"	"文"	""	""	""	""	""	""
"庚"	"kinn1"	"kĩ44"	"白"	""	""	""	""	""	""
"庚"	"king1"	"kiŋ44"	"文"	""	""	""	""	""	""
"羹"	"kinn1"	"kĩ44"	"白"	""	""	""	""	""	""
"羹"	"king1"	"kiŋ44"	"文"	""	""	""	""	""	""
"哽"	"king3"	"kiŋ53"	""	""	""	""	""	""	""
"哽"	"king6"	"kiŋ22"	""	""	""	""	""	""	""
"更"	"king5"	"kiŋ21"	""	""	""	""	""	""	""
"坑"	"khinn1"	"kʰĩ44"	"白"	""	""	""	""	""	""
"坑"	"khing1"	"kʰiŋ44"	"文"	""	""	""	""	""	""
"硬"	"nginn6"	"ŋĩ22"	"白"	""	""	""	""	""	""
"硬"	"ging6"	"ɡiŋ22"	"文"	""	""	""	""	""	""
"亨"	"hing1"	"hiŋ44"	""	""	""	""	""	""	""
"行"	"kiann2"	"kiã24"	"白"	""	""	""	""	""	""
"行"	"hing2"	"hiŋ24"	"文"	""	""	""	""	""	""
"衡"	"hing2"	"hiŋ24"	""	""	""	""	""	""	""
"杏"	"hing6"	"hiŋ22"	""	""	""	""	""	""	""
"浜"	"phing1"	"pʰiŋ44"	""	""	""	""	""	""	""
"迸"	"piang5"	"piaŋ21"	""	""	""	""	""	""	""
"迸"	"ping5"	"piŋ21"	""	""	""	""	""	""	""
"棚"	"pinn2"	"pĩ24"	"白"	""	""	""	""	""	""
"棚"	"phing2"	"pʰiŋ24"	"文"	""	""	""	""	""	""
"棚"	"ping2"	"piŋ24"	"文"	""	""	""	""	""	""
"萌"	"bing2"	"biŋ24"	""	""	""	""	""	""	""
"爭"	"tsinn1"	"tsĩ44"	"白"	""	""	""	""	""	""
"爭"	"tsing1"	"tsiŋ44"	"文"	""	""	""	""	""	""
"箏"	"tsing1"	"tsiŋ44"	""	""	""	""	""	""	""
"睜"	"tsing1"	"tsiŋ44"	""	""	""	""	""	""	""
"睜"	"tsing6"	"tsiŋ22"	""	""	""	""	""	""	""
"耕"	"king1"	"kiŋ44"	""	""	""	""	""	""	""
"耿"	"king3"	"kiŋ53"	""	""	""	""	""	""	""
"莖"	"huainn2"	"huaĩ24"	"白"	""	""	""	""	""	""
"莖"	"hing2"	"hiŋ24"	"文"	""	""	""	""	""	""
"幸"	"hing6"	"hiŋ22"	""	""	""	""	""	""	""
"鶯"	"ing1"	"iŋ44"	""	""	""	""	""	""	""
"鸚"	"ing1"	"iŋ44"	""	""	""	""	""	""	""
"櫻"	"ing1"	"iŋ44"	""	""	""	""	""	""	""
"兵"	"piann1"	"piã44"	"白"	""	""	""	""	""	""
"兵"	"ping1"	"piŋ44"	"文"	""	""	""	""	""	""
"丙"	"piann3"	"piã53"	"白"	""	""	""	""	""	""
"丙"	"ping3"	"piŋ53"	"文"	""	""	""	""	""	""
"秉"	"ping3"	"piŋ53"	""	""	""	""	""	""	""
"柄"	"pinn5"	"pĩ21"	"白"	""	""	""	""	""	""
"柄"	"ping5"	"piŋ21"	"文"	""	""	""	""	""	""
"平"	"pinn2"	"pĩ24"	"白"	""	""	""	""	""	""
"平"	"phinn2"	"pʰĩ24"	"白"	""	""	""	""	""	""
"平"	"piann2"	"piã24"	"白"	""	""	""	""	""	""
"平"	"phiann2"	"pʰiã24"	"白"	""	""	""	""	""	""
"平"	"ping2"	"piŋ24"	"文"	""	""	""	""	""	""
"評"	"phing2"	"pʰiŋ24"	""	""	""	""	""	""	""
"病"	"pinn6"	"pĩ22"	"白"	""	""	""	""	""	""
"病"	"ping6"	"piŋ22"	"文"	""	""	""	""	""	""
"明"	"bin2"	"bin24"	"俗"	""	""	""	""	""	""
"明"	"menn2"	"mẽ24"	"白"	""	""	""	""	""	""
"明"	"miann2"	"miã24"	"白"	""	""	""	""	""	""
"明"	"bing2"	"biŋ24"	"文"	""	""	""	""	""	""
"鳴"	"bing2"	"biŋ24"	""	""	""	""	""	""	""
"盟"	"bing2"	"biŋ24"	""	""	""	""	""	""	""
"皿"	"bin3"	"bin53"	"俗"	""	""	""	""	""	""
"皿"	"bing3"	"biŋ53"	""	""	""	""	""	""	""
"命"	"miann6"	"miã22"	"白"	""	""	""	""	""	""
"命"	"bing6"	"biŋ22"	"文"	""	""	""	""	""	""
"京"	"kiann1"	"kiã44"	"白"	""	""	""	""	""	""
"京"	"king1"	"kiŋ44"	"文"	""	""	""	""	""	""
"荆"	"king1"	"kiŋ44"	""	""	""	""	""	""	""
"驚"	"kiann1"	"kiã44"	"白"	""	""	""	""	""	""
"驚"	"king1"	"kiŋ44"	"文"	""	""	""	""	""	""
"境"	"king3"	"kiŋ53"	""	""	""	""	""	""	""
"景"	"king3"	"kiŋ53"	""	""	""	""	""	""	""
"警"	"king3"	"kiŋ53"	""	""	""	""	""	""	""
"警"	"king5"	"kiŋ21"	""	""	""	""	""	""	""
"敬"	"king5"	"kiŋ21"	""	""	""	""	""	""	""
"竟"	"king5"	"kiŋ21"	""	""	""	""	""	""	""
"鏡"	"kiann5"	"kiã21"	"白"	""	""	""	""	""	""
"鏡"	"king5"	"kiŋ21"	"文"	""	""	""	""	""	""
"卿"	"khing1"	"kʰiŋ44"	""	""	""	""	""	""	""
"慶"	"khiann5"	"kʰiã21"	"白"	""	""	""	""	""	""
"慶"	"khing5"	"kʰiŋ21"	"文"	""	""	""	""	""	""
"擎"	"khing2"	"kʰiŋ24"	""	""	""	""	""	""	""
"鯨"	"king1"	"kiŋ44"	""	""	""	""	""	""	""
"競"	"king6"	"kiŋ22"	""	""	""	""	""	""	""
"迎"	"ngiann2"	"ŋiã24"	"白"	""	""	""	""	""	""
"迎"	"ging2"	"ɡiŋ24"	"文"	""	""	""	""	""	""
"英"	"iann1"	"iã44"	"白"	""	""	""	""	""	""
"英"	"ing1"	"iŋ44"	"文"	""	""	""	""	""	""
"影"	"ng3"	"ŋ53"	"白"	""	""	""	""	""	""
"影"	"iann3"	"iã53"	"白"	""	""	""	""	""	""
"影"	"ing3"	"iŋ53"	"文"	""	""	""	""	""	""
"映"	"iann5"	"iã21"	"白"	""	""	""	""	""	""
"映"	"ing5"	"iŋ21"	"文"	""	""	""	""	""	""
"餅"	"piann3"	"piã53"	"白"	""	""	""	""	""	""
"餅"	"ping3"	"piŋ53"	"文"	""	""	""	""	""	""
"并"	"ping5"	"piŋ21"	""	""	""	""	""	""	""
"聘"	"phing5"	"pʰiŋ21"	""	""	""	""	""	""	""
"名"	"miann2"	"miã24"	"白"	""	""	""	""	""	""
"名"	"bing2"	"biŋ24"	"文"	""	""	""	""	""	""
"領"	"niann3"	"niã53"	"白"	""	""	""	""	""	""
"領"	"ling3"	"liŋ53"	"文"	""	""	""	""	""	""
"嶺"	"niann3"	"niã53"	"白"	""	""	""	""	""	""
"嶺"	"ling3"	"liŋ53"	"文"	""	""	""	""	""	""
"拎"	"ninn2"	"nĩ24"	"白"	""	""	""	""	""	""
"拎"	"ling2"	"liŋ24"	"文"	""	""	""	""	""	""
"令"	"ling6"	"liŋ22"	""	""	""	""	""	""	""
"精"	"tsinn1"	"tsĩ44"	"白"	""	""	""	""	""	""
"精"	"tsiann1"	"tsiã44"	"白"	""	""	""	""	""	""
"精"	"tsing1"	"tsiŋ44"	"文"	""	""	""	""	""	""
"晶"	"tsinn1"	"tsĩ44"	"白"	""	""	""	""	""	""
"晶"	"tsing1"	"tsiŋ44"	"文"	""	""	""	""	""	""
"旌"	"tsing1"	"tsiŋ44"	""	""	""	""	""	""	""
"睛"	"tsing1"	"tsiŋ44"	""	""	""	""	""	""	""
"井"	"tsinn3"	"tsĩ53"	"白"	""	""	""	""	""	""
"井"	"tsing3"	"tsiŋ53"	"文"	""	""	""	""	""	""
"清"	"tshinn1"	"tsʰĩ44"	"白"	""	""	""	""	""	""
"清"	"tshiann1"	"tsʰiã44"	"白"	""	""	""	""	""	""
"清"	"tshing1"	"tsʰiŋ44"	"文"	""	""	""	""	""	""
"請"	"tshiann3"	"tsʰiã53"	"白"	""	""	""	""	""	""
"請"	"tshing3"	"tsʰiŋ53"	"文"	""	""	""	""	""	""
"情"	"tsiann2"	"tsiã24"	"白"	""	""	""	""	""	""
"情"	"tsing2"	"tsiŋ24"	"文"	""	""	""	""	""	""
"晴"	"tsinn2"	"tsĩ24"	"白"	""	""	""	""	""	""
"晴"	"tsing2"	"tsiŋ24"	"文"	""	""	""	""	""	""
"靜"	"tsinn6"	"tsĩ22"	"白"	""	""	""	""	""	""
"靜"	"tsing6"	"tsiŋ22"	"文"	""	""	""	""	""	""
"净"	"tsiann6"	"tsiã22"	"白"	""	""	""	""	""	""
"净"	"tsinn6"	"tsĩ22"	"白"	""	""	""	""	""	""
"净"	"tsing6"	"tsiŋ22"	"文"	""	""	""	""	""	""
"性"	"sinn5"	"sĩ21"	"白"	""	""	""	""	""	""
"性"	"sing5"	"siŋ21"	"文"	""	""	""	""	""	""
"姓"	"sinn5"	"sĩ21"	"白"	""	""	""	""	""	""
"姓"	"sing5"	"siŋ21"	"文"	""	""	""	""	""	""
"貞"	"tsing1"	"tsiŋ44"	""	""	""	""	""	""	""
"蟶"	"than1"	"tʰan44"	"白"	""	""	""	""	""	""
"蟶"	"tshing1"	"tsʰiŋ44"	"文"	""	""	""	""	""	""
"偵"	"tsing1"	"tsiŋ44"	""	""	""	""	""	""	""
"逞"	"thing3"	"tʰiŋ53"	""	""	""	""	""	""	""
"呈"	"thiann2"	"tʰiã24"	"白"	""	""	""	""	""	""
"呈"	"thing2"	"tʰiŋ24"	"文"	""	""	""	""	""	""
"程"	"thiann2"	"tʰiã24"	"白"	""	""	""	""	""	""
"程"	"thing2"	"tʰiŋ24"	"文"	""	""	""	""	""	""
"鄭"	"tinn6"	"tĩ22"	"白"	""	""	""	""	""	""
"鄭"	"ting6"	"tiŋ22"	"文"	""	""	""	""	""	""
"正"	"tsiann1"	"tsiã44"	"白"	""	""	""	""	""	""
"正"	"tsing1"	"tsiŋ44"	"文"	""	""	""	""	""	""
"征"	"tsing1"	"tsiŋ44"	""	""	""	""	""	""	""
"整"	"tsing3"	"tsiŋ53"	""	""	""	""	""	""	""
"政"	"tsing5"	"tsiŋ21"	""	""	""	""	""	""	""
"正"	"tsiann5"	"tsiã21"	"白"	""	""	""	""	""	""
"正"	"tsing5"	"tsiŋ21"	"文"	""	""	""	""	""	""
"聲"	"siann1"	"siã44"	"白"	""	""	""	""	""	""
"聲"	"sing1"	"siŋ44"	"文"	""	""	""	""	""	""
"聖"	"siann5"	"siã21"	"白"	""	""	""	""	""	""
"聖"	"sing5"	"siŋ21"	"文"	""	""	""	""	""	""
"城"	"siann2"	"siã24"	"白"	""	""	""	""	""	""
"城"	"sing2"	"siŋ24"	"文"	""	""	""	""	""	""
"成"	"tsiann2"	"tsiã24"	"白"	""	""	""	""	""	""
"成"	"siann2"	"siã24"	"白"	""	""	""	""	""	""
"成"	"tshiann2"	"tsʰiã24"	"白"	""	""	""	""	""	""
"成"	"sing2"	"siŋ24"	"文"	""	""	""	""	""	""
"誠"	"tsiann2"	"tsiã24"	"白"	""	""	""	""	""	""
"誠"	"sing2"	"siŋ24"	"文"	""	""	""	""	""	""
"盛"	"sing2"	"siŋ24"	""	""	""	""	""	""	""
"盛"	"sing6"	"siŋ22"	""	""	""	""	""	""	""
"頸"	"king5"	"kiŋ21"	""	""	""	""	""	""	""
"輕"	"khin1"	"kʰin44"	"白"	""	""	""	""	""	""
"輕"	"khiann1"	"kʰiã44"	"白"	""	""	""	""	""	""
"輕"	"khing1"	"kʰiŋ44"	"文"	""	""	""	""	""	""
"嬰"	"inn1"	"ĩ44"	"白"	""	""	""	""	""	""
"嬰"	"enn1"	"ẽ44"	"白"	""	""	""	""	""	""
"嬰"	"ing1"	"iŋ44"	"文"	""	""	""	""	""	""
"纓"	"iann1"	"iã44"	"白"	""	""	""	""	""	""
"纓"	"ing1"	"iŋ44"	"文"	""	""	""	""	""	""
"盈"	"iann2"	"iã24"	"白"	""	""	""	""	""	""
"盈"	"ing2"	"iŋ24"	"文"	""	""	""	""	""	""
"贏"	"iann2"	"iã24"	"白"	""	""	""	""	""	""
"贏"	"ing2"	"iŋ24"	"文"	""	""	""	""	""	""
"姘"	"phing1"	"pʰiŋ44"	""	""	""	""	""	""	""
"拼"	"piann5"	"piã21"	"白"	""	""	""	""	""	""
"拼"	"phing5"	"pʰiŋ21"	"文"	""	""	""	""	""	""
"拼"	"phing1"	"pʰiŋ44"	"文"	""	""	""	""	""	""
"瓶"	"pan2"	"pan24"	"白"	""	""	""	""	""	""
"瓶"	"ping2"	"piŋ24"	"文"	""	""	""	""	""	""
"屏"	"pin2"	"pin24"	"白"	""	""	""	""	""	""
"屏"	"pin6"	"pin22"	"白"	""	""	""	""	""	""
"屏"	"ping2"	"piŋ24"	"文"	""	""	""	""	""	""
"屏"	"ping6"	"piŋ22"	"文"	""	""	""	""	""	""
"並"	"ping5"	"piŋ21"	""	""	""	""	""	""	""
"銘"	"bing2"	"biŋ24"	""	""	""	""	""	""	""
"冥"	"bing2"	"biŋ24"	""	""	""	""	""	""	""
"丁"	"ting1"	"tiŋ44"	""	""	""	""	""	""	""
"釘"	"tan1"	"tan44"	"白"	""	""	""	""	""	""
"釘"	"ting1"	"tiŋ44"	"文"	""	""	""	""	""	""
"頂"	"ting3"	"tiŋ53"	""	""	""	""	""	""	""
"鼎"	"tiann3"	"tiã53"	"白"	""	""	""	""	""	""
"鼎"	"ting3"	"tiŋ53"	"文"	""	""	""	""	""	""
"釘"	"tan5"	"tan21"	"白"	""	""	""	""	""	""
"釘"	"ting5"	"tiŋ21"	"文"	""	""	""	""	""	""
"訂"	"ting6"	"tiŋ22"	"俗"	""	""	""	""	""	""
"訂"	"ting5"	"tiŋ21"	""	""	""	""	""	""	""
"聽"	"thiann1"	"tʰiã44"	"白"	""	""	""	""	""	""
"聽"	"thing1"	"tʰiŋ44"	"文"	""	""	""	""	""	""
"汀"	"thing1"	"tʰiŋ44"	""	""	""	""	""	""	""
"廳"	"thiann1"	"tʰiã44"	"白"	""	""	""	""	""	""
"廳"	"thing1"	"tʰiŋ44"	"文"	""	""	""	""	""	""
"廷"	"thing2"	"tʰiŋ24"	""	""	""	""	""	""	""
"廷"	"ting2"	"tiŋ24"	""	""	""	""	""	""	""
"停"	"thing2"	"tʰiŋ24"	""	""	""	""	""	""	""
"亭"	"tan2"	"tan24"	"白"	""	""	""	""	""	""
"亭"	"ting2"	"tiŋ24"	"文"	""	""	""	""	""	""
"庭"	"tiann2"	"tiã24"	"白"	""	""	""	""	""	""
"庭"	"ting2"	"tiŋ24"	"文"	""	""	""	""	""	""
"蜓"	"thing2"	"tʰiŋ24"	""	""	""	""	""	""	""
"蜓"	"ting2"	"tiŋ24"	""	""	""	""	""	""	""
"挺"	"thinn3"	"tʰĩ53"	"白"	""	""	""	""	""	""
"挺"	"than3"	"tʰan53"	"白"	""	""	""	""	""	""
"挺"	"thing3"	"tʰiŋ53"	"文"	""	""	""	""	""	""
"艇"	"thing3"	"tʰiŋ53"	""	""	""	""	""	""	""
"錠"	"tiann6"	"tiã22"	"白"	""	""	""	""	""	""
"錠"	"tiann5"	"tiã21"	"白"	""	""	""	""	""	""
"錠"	"ting5"	"tiŋ21"	"文"	""	""	""	""	""	""
"定"	"tiann6"	"tiã22"	"白"	""	""	""	""	""	""
"定"	"ting6"	"tiŋ22"	"文"	""	""	""	""	""	""
"寧"	"ling2"	"liŋ24"	""	""	""	""	""	""	""
"寧"	"ling6"	"liŋ22"	""	""	""	""	""	""	""
"佞"	"lin6"	"lin22"	""	""	""	""	""	""	""
"靈"	"ling2"	"liŋ24"	""	""	""	""	""	""	""
"零"	"lan2"	"lan24"	"白"	""	""	""	""	""	""
"零"	"ling2"	"liŋ24"	"文"	""	""	""	""	""	""
"鈴"	"ling2"	"liŋ24"	""	""	""	""	""	""	""
"伶"	"ling2"	"liŋ24"	""	""	""	""	""	""	""
"另"	"ling6"	"liŋ22"	""	""	""	""	""	""	""
"青"	"tshinn1"	"tsʰĩ44"	"白"	""	""	""	""	""	""
"青"	"tshing1"	"tsʰiŋ44"	"文"	""	""	""	""	""	""
"蜻"	"tshing1"	"tsʰiŋ44"	""	""	""	""	""	""	""
"星"	"tshinn1"	"tsʰĩ44"	"白"	""	""	""	""	""	""
"星"	"sing1"	"siŋ44"	"文"	""	""	""	""	""	""
"腥"	"tshinn1"	"tsʰĩ44"	"白"	""	""	""	""	""	""
"腥"	"sing1"	"siŋ44"	"文"	""	""	""	""	""	""
"醒"	"tshinn3"	"tsʰĩ53"	"白"	""	""	""	""	""	""
"醒"	"sing3"	"siŋ53"	"文"	""	""	""	""	""	""
"經"	"kinn1"	"kĩ44"	"白"	""	""	""	""	""	""
"經"	"king1"	"kiŋ44"	"文"	""	""	""	""	""	""
"徑"	"king5"	"kiŋ21"	""	""	""	""	""	""	""
"磬"	"khan5"	"kʰan21"	"白"	""	""	""	""	""	""
"磬"	"khing5"	"kʰiŋ21"	"文"	""	""	""	""	""	""
"馨"	"hing1"	"hiŋ44"	""	""	""	""	""	""	""
"刑"	"hing2"	"hiŋ24"	""	""	""	""	""	""	""
"型"	"hing2"	"hiŋ24"	""	""	""	""	""	""	""
"形"	"hing2"	"hiŋ24"	""	""	""	""	""	""	""
"百"	"peh7"	"peʔ32"	"白"	""	""	""	""	""	""
"百"	"pah7"	"paʔ32"	"白"	""	""	""	""	""	""
"百"	"pik7"	"pik32"	"文"	""	""	""	""	""	""
"柏"	"peh7"	"peʔ32"	"白"	""	""	""	""	""	""
"柏"	"pik7"	"pik32"	"文"	""	""	""	""	""	""
"伯"	"peh7"	"peʔ32"	"白"	""	""	""	""	""	""
"伯"	"pik7"	"pik32"	"文"	""	""	""	""	""	""
"迫"	"pik7"	"pik32"	""	""	""	""	""	""	""
"拍"	"phah7"	"pʰaʔ32"	"白"	""	""	""	""	""	""
"拍"	"phik7"	"pʰik32"	"文"	""	""	""	""	""	""
"珀"	"phik7"	"pʰik32"	""	""	""	""	""	""	""
"魄"	"phik7"	"pʰik32"	""	""	""	""	""	""	""
"白"	"peh8"	"peʔ4"	"白"	""	""	""	""	""	""
"白"	"pik8"	"pik4"	"文"	""	""	""	""	""	""
"帛"	"peh8"	"peʔ4"	"白"	""	""	""	""	""	""
"帛"	"pik8"	"pik4"	"文"	""	""	""	""	""	""
"陌"	"bik8"	"bik4"	""	""	""	""	""	""	""
"拆"	"thiah7"	"tʰiaʔ32"	"白"	""	""	""	""	""	""
"拆"	"thik7"	"tʰik32"	"文"	""	""	""	""	""	""
"擇"	"tik8"	"tik4"	""	""	""	""	""	""	""
"澤"	"tik8"	"tik4"	""	""	""	""	""	""	""
"宅"	"theh8"	"tʰeʔ4"	"白"	""	""	""	""	""	""
"宅"	"tik8"	"tik4"	"文"	""	""	""	""	""	""
"窄"	"tsik7"	"tsik32"	""	""	""	""	""	""	""
"格"	"keh7"	"keʔ32"	"白"	""	""	""	""	""	""
"格"	"kik7"	"kik32"	"文"	""	""	""	""	""	""
"客"	"kheh7"	"kʰeʔ32"	"白"	""	""	""	""	""	""
"客"	"khik7"	"kʰik32"	"文"	""	""	""	""	""	""
"咳"	"hai1"	"hai44"	""	""	""	""	""	""	""
"咳"	"ka1"	"ka44"	""	""	""	""	""	""	""
"咳"	"kai1"	"kai44"	""	""	""	""	""	""	""
"額"	"hiah8"	"hiaʔ4"	"白"	""	""	""	""	""	""
"額"	"giah8"	"ɡiaʔ4"	"白"	""	""	""	""	""	""
"額"	"gik8"	"ɡik4"	"文"	""	""	""	""	""	""
"赫"	"hik7"	"hik32"	""	""	""	""	""	""	""
"嚇"	"hiannh7"	"hiãʔ32"	"白"	""	""	""	""	""	""
"嚇"	"heh7"	"heʔ32"	"白"	""	""	""	""	""	""
"嚇"	"hik7"	"hik32"	"文"	""	""	""	""	""	""
"麥"	"beh8"	"beʔ4"	"白"	""	""	""	""	""	""
"麥"	"bik8"	"bik4"	"文"	""	""	""	""	""	""
"脈"	"meh8"	"meʔ4"	"白"	""	""	""	""	""	""
"脈"	"bik8"	"bik4"	"文"	""	""	""	""	""	""
"摘"	"tiah7"	"tiaʔ32"	"白"	""	""	""	""	""	""
"摘"	"tik7"	"tik32"	"文"	""	""	""	""	""	""
"責"	"tsik7"	"tsik32"	""	""	""	""	""	""	""
"策"	"tshik7"	"tsʰik32"	""	""	""	""	""	""	""
"册"	"tsheh7"	"tsʰeʔ32"	"白"	""	""	""	""	""	""
"册"	"tshik7"	"tsʰik32"	"文"	""	""	""	""	""	""
"革"	"kik7"	"kik32"	""	""	""	""	""	""	""
"隔"	"keh7"	"keʔ32"	"白"	""	""	""	""	""	""
"隔"	"kik7"	"kik32"	"文"	""	""	""	""	""	""
"厄"	"eh7"	"eʔ32"	"白"	""	""	""	""	""	""
"厄"	"ik7"	"ik32"	"文"	""	""	""	""	""	""
"扼"	"ik7"	"ik32"	""	""	""	""	""	""	""
"軛"	"ik7"	"ik32"	""	""	""	""	""	""	""
"碧"	"phik7"	"pʰik32"	""	""	""	""	""	""	""
"戟"	"kik7"	"kik32"	""	""	""	""	""	""	""
"隙"	"khiah7"	"kʰiaʔ32"	"白"	""	""	""	""	""	""
"隙"	"khik7"	"kʰik32"	"文"	""	""	""	""	""	""
"劇"	"kiook8"	"kiɔk4"	""	""	""	""	""	""	""
"劇"	"kik8"	"kik4"	""	""	""	""	""	""	""
