正體	国际音标（丰利）	声调符号	国际音标带调（丰利）	调值	调类	备注
筒	tʰɔŋ	˧˨˨	tʰɔŋ˧˨˨	322	3	
統	tʰɔŋ	˧˨˨	tʰɔŋ˧˨˨	322	3	
禿	tʰɔʔ	˦˥	tʰɔʔ˦˥	45	7	
毒	tʰɔʔ	˧	tʰɔʔ˧	33	8	
獨	tʰɔʔ	˧	tʰɔʔ˧	33	8	
讀	tʰɔʔ	˧	tʰɔʔ˧	33	8	
透	tʰəɪ	˦˥	tʰəɪ˦˥	45	5	
投	tʰəɪ	˨˦	tʰəɪ˨˦	24	2	
骰	tʰəɪ	˨˦	tʰəɪ˨˦	24	2	
頭	tʰəɪ	˨˦	tʰəɪ˨˦	24	2	
偷	tʰəɪ	˨˩	tʰəɪ˨˩	21	1	
豆	tʰəɪ	˧	tʰəɪ˧	33	6	
逗	tʰəɪ	˧	tʰəɪ˧	33	6	
痘	tʰəɪ	˧	tʰəɪ˧	33	6	
頭	tʰəɪ	˧	tʰəɪ˧	33	6	馒~
褪	tʰəŋ	˦˥	tʰəŋ˦˥	45	5	
疼	tʰəŋ	˨˦	tʰəŋ˨˦	24	2	
謄	tʰəŋ	˨˦	tʰəŋ˨˦	24	2	
藤	tʰəŋ	˨˦	tʰəŋ˨˦	24	2	
騰	tʰəŋ	˨˦	tʰəŋ˨˦	24	2	
籐	tʰəŋ	˨˦	tʰəŋ˨˦	24	2	
屯	tʰəŋ	˨˦	tʰəŋ˨˦	24	2	
豚	tʰəŋ	˨˦	tʰəŋ˨˦	24	2	
飩	tʰəŋ	˨˦	tʰəŋ˨˦	24	2	
臀	tʰəŋ	˨˦	tʰəŋ˨˦	24	2	
吞	tʰəŋ	˨˩	tʰəŋ˨˩	21	1	
氽	tʰəŋ	˧˨˨	tʰəŋ˧˨˨	322	3	漂浮
鄧	tʰəŋ	˧	tʰəŋ˧	33	6	
鈍	tʰəŋ	˧	tʰəŋ˧	33	6	
忑	tʰəʔ	˦˥	tʰəʔ˦˥	45	7	俗字，掉落
特	tʰəʔ	˧	tʰəʔ˧	33	8	
凸	tʰəʔ	˧	tʰəʔ˧	33	8	
突	tʰəʔ	˧	tʰəʔ˧	33	8	
太	tʰɛ	˦˥	tʰɛ˦˥	45	5	
汰	tʰɛ	˦˥	tʰɛ˦˥	45	5	
泰	tʰɛ	˦˥	tʰɛ˦˥	45	5	
態	tʰɛ	˦˥	tʰɛ˦˥	45	5	
抬	tʰɛ	˨˦	tʰɛ˨˦	24	2	
苔	tʰɛ	˨˦	tʰɛ˨˦	24	2	
跆	tʰɛ	˨˦	tʰɛ˨˦	24	2	
臺	tʰɛ	˨˦	tʰɛ˨˦	24	2	
颱	tʰɛ	˨˦	tʰɛ˨˦	24	2	
薹	tʰɛ	˨˦	tʰɛ˨˦	24	2	
檯	tʰɛ	˨˦	tʰɛ˨˦	24	2	
趿	tʰɛ	˨˩	tʰɛ˨˩	21	1	～板
胎	tʰɛ	˨˩	tʰɛ˨˩	21	1	
台	tʰɛ	˨˩	tʰɛ˨˩	21	1	
苔	tʰɛ	˨˩	tʰɛ˨˩	21	1	
大	tʰɛ	˧	tʰɛ˧	33	6	白讀，～夫
汏	tʰɛ	˧	tʰɛ˧	33	6	洗
逮	tʰɛ	˧	tʰɛ˧	33	6	
埭	tʰɛ	˧	tʰɛ˧	33	6	
代	tʰɛ	˧	tʰɛ˧	33	6	
待	tʰɛ	˧	tʰɛ˧	33	6	
袋	tʰɛ	˧	tʰɛ˧	33	6	
貸	tʰɛ	˧	tʰɛ˧	33	6	
大	tʰɛ	˧˨˨	tʰɛ˧˨˨	322	3	白讀，～细
去	tʰi	˦˥	tʰi˦˥	45	5	忑～着
掭	tʰĩ	˦˥	tʰĩ˦˥	45	5	
田	tʰĩ	˨˦	tʰĩ˨˦	24	2	
甜	tʰĩ	˨˦	tʰĩ˨˦	24	2	
填	tʰĩ	˨˦	tʰĩ˨˦	24	2	
天	tʰĩ	˨˩	tʰĩ˨˩	21	1	
添	tʰĩ	˨˩	tʰĩ˨˩	21	1	
奠	tʰĩ	˧	tʰĩ˧	33	6	
殿	tʰĩ	˧	tʰĩ˧	33	6	
墊	tʰĩ	˧	tʰĩ˧	33	6	
澱	tʰĩ	˧	tʰĩ˧	33	6	
腆	tʰĩ	˧˨˨	tʰĩ˧˨˨	322	3	
舔	tʰĩ	˧˨˨	tʰĩ˧˨˨	322	3	
跳	tʰiɒ	˦˥	tʰiɒ˦˥	45	5	
調	tʰiɒ	˨˦	tʰiɒ˨˦	24	2	～整
條	tʰiɒ	˨˦	tʰiɒ˨˦	24	2	
挑	tʰiɒ	˨˩	tʰiɒ˨˩	21	1	
掉	tʰiɒ	˧	tʰiɒ˧	33	6	
調	tʰiɒ	˧	tʰiɒ˧	33	6	～頭
挑	tʰiɒ	˧˨˨	tʰiɒ˧˨˨	322	3	
剔	tʰiəʔ	˦˥	tʰiəʔ˦˥	45	7	
踢	tʰiəʔ	˦˥	tʰiəʔ˦˥	45	7	
狄	tʰiəʔ	˧	tʰiəʔ˧	33	8	姓
迪	tʰiəʔ	˧	tʰiəʔ˧	33	8	
笛	tʰiəʔ	˧	tʰiəʔ˧	33	8	
凸	tʰiəʔ	˧	tʰiəʔ˧	33	8	
滌	tʰiəʔ	˧	tʰiəʔ˧	33	8	
敵	tʰiəʔ	˧	tʰiəʔ˧	33	8	
聽	tʰiŋ	˦˥	tʰiŋ˦˥	45	5	
廷	tʰiŋ	˨˦	tʰiŋ˨˦	24	2	
亭	tʰiŋ	˨˦	tʰiŋ˨˦	24	2	
庭	tʰiŋ	˨˦	tʰiŋ˨˦	24	2	
停	tʰiŋ	˨˦	tʰiŋ˨˦	24	2	
蜓	tʰiŋ	˨˦	tʰiŋ˨˦	24	2	
婷	tʰiŋ	˨˦	tʰiŋ˨˦	24	2	
廳	tʰiŋ	˨˩	tʰiŋ˨˩	21	1	
淀	tʰiŋ	˧	tʰiŋ˧	33	6	～湯
定	tʰiŋ	˧	tʰiŋ˧	33	6	
挺	tʰiŋ	˧˨˨	tʰiŋ˧˨˨	322	3	
艇	tʰiŋ	˧˨˨	tʰiŋ˧˨˨	322	3	
帖	tʰiʔ	˦˥	tʰiʔ˦˥	45	7	
貼	tʰiʔ	˦˥	tʰiʔ˦˥	45	7	
鐵	tʰiʔ	˦˥	tʰiʔ˦˥	45	7	
迭	tʰiʔ	˧	tʰiʔ˧	33	8	
碟	tʰiʔ	˧	tʰiʔ˧	33	8	白讀
蝶	tʰiʔ	˧	tʰiʔ˧	33	8	
疊	tʰiʔ	˧	tʰiʔ˧	33	8	白讀
炭	tʰẽ	˦˥	tʰẽ˦˥	45	5	
碳	tʰẽ	˦˥	tʰẽ˦˥	45	5	
坍	tʰẽ	˦˥	tʰẽ˦˥	45	5	
嘆	tʰẽ	˦˥	tʰẽ˦˥	45	5	
歎	tʰẽ	˦˥	tʰẽ˦˥	45	5	
彈	tʰẽ	˨˦	tʰẽ˨˦	24	2	
談	tʰẽ	˨˦	tʰẽ˨˦	24	2	
壇	tʰẽ	˨˦	tʰẽ˨˦	24	2	
檀	tʰẽ	˨˦	tʰẽ˨˦	24	2	
攤	tʰẽ	˨˩	tʰẽ˨˩	21	1	
坍	tʰẽ	˨˩	tʰẽ˨˩	21	1	
灘	tʰẽ	˨˩	tʰẽ˨˩	21	1	
癱	tʰẽ	˨˩	tʰẽ˨˩	21	1	
但	tʰẽ	˧	tʰẽ˧	33	6	
淡	tʰẽ	˧	tʰẽ˧	33	6	
蛋	tʰẽ	˧	tʰẽ˧	33	6	
彈	tʰẽ	˧	tʰẽ˧	33	6	
坦	tʰẽ	˧˨˨	tʰẽ˧˨˨	322	3	
毯	tʰẽ	˧˨˨	tʰẽ˧˨˨	322	3	
塌	tʰeʔ	˦˥	tʰeʔ˦˥	45	7	
塔	tʰeʔ	˦˥	tʰeʔ˦˥	45	7	
榻	tʰeʔ	˦˥	tʰeʔ˦˥	45	7	
沓	tʰeʔ	˧	tʰeʔ˧	33	8	
達	tʰeʔ	˧	tʰeʔ˧	33	8	
踏	tʰeʔ	˧	tʰeʔ˧	33	8	
蹋	tʰeʔ	˧	tʰeʔ˧	33	8	
唾	tʰʊ	˦˥	tʰʊ˦˥	45	5	
陀	tʰʊ	˨˦	tʰʊ˨˦	24	2	
馱	tʰʊ	˨˦	tʰʊ˨˦	24	2	
駝	tʰʊ	˨˦	tʰʊ˨˦	24	2	
鴕	tʰʊ	˨˦	tʰʊ˨˦	24	2	
拖	tʰʊ	˨˩	tʰʊ˨˩	21	1	
大	tʰʊ	˧	tʰʊ˧	33	6	白讀，～爹
舵	tʰʊ	˧	tʰʊ˧	33	6	
惰	tʰʊ	˧	tʰʊ˧	33	6	
墮	tʰʊ	˧	tʰʊ˧	33	6	
妥	tʰʊ	˧˨˨	tʰʊ˧˨˨	322	3	
橢	tʰʊ	˧˨˨	tʰʊ˧˨˨	322	3	
退	tʰuəɪ	˦˥	tʰuəɪ˦˥	45	5	
蛻	tʰuəɪ	˦˥	tʰuəɪ˦˥	45	5	
頽	tʰuəɪ	˨˦	tʰuəɪ˨˦	24	2	
穨	tʰuəɪ	˨˦	tʰuəɪ˨˦	24	2	
梯	tʰuəɪ	˨˩	tʰuəɪ˨˩	21	1	
推	tʰuəɪ	˨˩	tʰuəɪ˨˩	21	1	文讀
兌	tʰuəɪ	˧	tʰuəɪ˧	33	6	
腿	tʰuəɪ	˧˨˨	tʰuəɪ˧˨˨	322	3	
探	tʰʊ̃ᵘ̃	˦˥	tʰʊ̃ᵘ̃˦˥	45	5	
潭	tʰʊ̃ᵘ̃	˨˦	tʰʊ̃ᵘ̃˨˦	24	2	
罈	tʰʊ̃ᵘ̃	˨˦	tʰʊ̃ᵘ̃˨˦	24	2	
摶	tʰʊ̃ᵘ̃	˨˦	tʰʊ̃ᵘ̃˨˦	24	2	揉成團
團	tʰʊ̃ᵘ̃	˨˦	tʰʊ̃ᵘ̃˨˦	24	2	
糰	tʰʊ̃ᵘ̃	˨˦	tʰʊ̃ᵘ̃˨˦	24	2	
貪	tʰʊ̃ᵘ̃	˨˩	tʰʊ̃ᵘ̃˨˩	21	1	
段	tʰʊ̃ᵘ̃	˧	tʰʊ̃ᵘ̃˧	33	6	
斷	tʰʊ̃ᵘ̃	˧	tʰʊ̃ᵘ̃˧	33	6	
忐	tʰʊ̃ᵘ̃	˧˨˨	tʰʊ̃ᵘ̃˧˨˨	322	3	
挩	tʰʊᵘʔ	˦˥	tʰʊᵘʔ˦˥	45	7	捶打
蛻	tʰʊᵘʔ	˦˥	tʰʊᵘʔ˦˥	45	7	
脫	tʰʊᵘʔ	˦˥	tʰʊᵘʔ˦˥	45	7	
奪	tʰʊᵘʔ	˧	tʰʊᵘʔ˧	33	8	
吐	tʰʋ	˦˥	tʰʋ˦˥	45	5	
兔	tʰʋ	˦˥	tʰʋ˦˥	45	5	
徒	tʰʋ	˨˦	tʰʋ˨˦	24	2	
途	tʰʋ	˨˦	tʰʋ˨˦	24	2	
涂	tʰʋ	˨˦	tʰʋ˨˦	24	2	
屠	tʰʋ	˨˦	tʰʋ˨˦	24	2	
塗	tʰʋ	˨˦	tʰʋ˨˦	24	2	
圖	tʰʋ	˨˦	tʰʋ˨˦	24	2	
杜	tʰʋ	˧	tʰʋ˧	33	6	
肚	tʰʋ	˧	tʰʋ˧	33	6	～脐眼
度	tʰʋ	˧	tʰʋ˧	33	6	
渡	tʰʋ	˧	tʰʋ˧	33	6	
鍍	tʰʋ	˧	tʰʋ˧	33	6	
土	tʰʋ	˧˨˨	tʰʋ˧˨˨	322	3	
吐	tʰʋ	˧˨˨	tʰʋ˧˨˨	322	3	
甸	tĩ	˦˥	tĩ˦˥	45	5	同“店”，双～
店	tĩ	˦˥	tĩ˦˥	45	5	
惦	tĩ	˦˥	tĩ˦˥	45	5	
電	tĩ	˦˥	tĩ˦˥	45	5	
殿	tĩ	˦˥	tĩ˦˥	45	5	
掂	tĩ	˨˩	tĩ˨˩	21	1	
顛	tĩ	˨˩	tĩ˨˩	21	1	
典	tĩ	˧˨˨	tĩ˧˨˨	322	3	
碘	tĩ	˧˨˨	tĩ˧˨˨	322	3	
點	tĩ	˧˨˨	tĩ˧˨˨	322	3	
的	ti		ti	0	0	
爹	tiɑ	˨˩	tiɑ˨˩	21	1	
嗲	tiɑ	˧˨˨	tiɑ˧˨˨	322	3	
弔	tiɒ	˦˥	tiɒ˦˥	45	5	
吊	tiɒ	˦˥	tiɒ˦˥	45	5	
釣	tiɒ	˦˥	tiɒ˦˥	45	5	
調	tiɒ	˦˥	tiɒ˦˥	45	5	音～
刁	tiɒ	˨˩	tiɒ˨˩	21	1	
叼	tiɒ	˨˩	tiɒ˨˩	21	1	
貂	tiɒ	˨˩	tiɒ˨˩	21	1	
碉	tiɒ	˨˩	tiɒ˨˩	21	1	
雕	tiɒ	˨˩	tiɒ˨˩	21	1	
屌	tiɒ	˧˨˨	tiɒ˧˨˨	322	3	
絞	ʨiɒ	˧˨˨	ʨiɒ˧˨˨	322	3	文讀
的	tiəʔ	˦˥	tiəʔ˦˥	45	7	
滴	tiəʔ	˦˥	tiəʔ˦˥	45	7	
嫡	tiəʔ	˦˥	tiəʔ˦˥	45	7	
扚	tiəʔ	˦˥	tiəʔ˦˥	45	7	摘
釘	tiŋ	˦˥	tiŋ˦˥	45	5	
訂	tiŋ	˦˥	tiŋ˦˥	45	5	
丁	tiŋ	˨˩	tiŋ˨˩	21	1	
叮	tiŋ	˨˩	tiŋ˨˩	21	1	
盯	tiŋ	˨˩	tiŋ˨˩	21	1	
釘	tiŋ	˨˩	tiŋ˨˩	21	1	
頂	tiŋ	˧˨˨	tiŋ˧˨˨	322	3	
鼎	tiŋ	˧˨˨	tiŋ˧˨˨	322	3	
丟	tiʊ	˨˩	tiʊ˨˩	21	1	文讀
跌	tiʔ	˦˥	tiʔ˦˥	45	7	
碟	tiʔ	˦˥	tiʔ˦˥	45	7	文讀
疊	tiʔ	˦˥	tiʔ˦˥	45	7	文讀
窒	tiʔ	˦˥	tiʔ˦˥	45	7	～頭
擔	tẽ	˦˥	tẽ˦˥	45	5	
旦	tẽ	˦˥	tẽ˦˥	45	5	
丹	tẽ	˨˩	tẽ˨˩	21	1	
單	tẽ	˨˩	tẽ˨˩	21	1	
擔	tẽ	˨˩	tẽ˨˩	21	1	
撣	tẽ	˧˨˨	tẽ˧˨˨	322	3	
膽	tẽ	˧˨˨	tẽ˧˨˨	322	3	
搭	teʔ	˦˥	teʔ˦˥	45	7	
答	teʔ	˦˥	teʔ˦˥	45	7	
咋	tsɑ	˧˨˨	tsɑ˧˨˨	322	3	
藏	tsæ̃	˦˥	tsæ̃˦˥	45	5	西～
葬	tsæ̃	˦˥	tsæ̃˦˥	45	5	
臟	tsæ̃	˦˥	tsæ̃˦˥	45	5	
贓	tsæ̃	˨˩	tsæ̃˨˩	21	1	
髒	tsæ̃	˨˩	tsæ̃˨˩	21	1	
咱	tsɑ	˨˩	tsɑ˨˩	21	1	
砟	tʂɑ	˧˨˨	tʂɑ˧˨˨	322	3	～子
者	tʂɑ	˧˨˨	tʂɑ˧˨˨	322	3	白讀
漲	tʂæ̃	˦˥	tʂæ̃˦˥	45	5	
仗	tʂæ̃	˦˥	tʂæ̃˦˥	45	5	文讀
帳	tʂæ̃	˦˥	tʂæ̃˦˥	45	5	
脹	tʂæ̃	˦˥	tʂæ̃˦˥	45	5	
障	tʂæ̃	˦˥	tʂæ̃˦˥	45	5	
賬	tʂæ̃	˦˥	tʂæ̃˦˥	45	5	
鯧	tʂæ̃	˨˩	tʂæ̃˨˩	21	1	～鯿
章	tʂæ̃	˨˩	tʂæ̃˨˩	21	1	
張	tʂæ̃	˨˩	tʂæ̃˨˩	21	1	
彰	tʂæ̃	˨˩	tʂæ̃˨˩	21	1	
樟	tʂæ̃	˨˩	tʂæ̃˨˩	21	1	
蟑	tʂæ̃	˨˩	tʂæ̃˨˩	21	1	
吒	tʂɑ	˦˥	tʂɑ˦˥	45	5	
炸	tʂɑ	˦˥	tʂɑ˦˥	45	5	
詐	tʂɑ	˦˥	tʂɑ˦˥	45	5	
搾	tʂɑ	˦˥	tʂɑ˦˥	45	5	
榨	tʂɑ	˦˥	tʂɑ˦˥	45	5	
這	tʂɑ	˦˥	tʂɑ˦˥	45	5	白讀
蔗	tʂɑ	˦˥	tʂɑ˦˥	45	5	
查	tʂɑ	˨˩	tʂɑ˨˩	21	1	姓
碴	tʂɑ	˨˩	tʂɑ˨˩	21	1	
奓	tʂɑ	˨˩	tʂɑ˨˩	21	1	張開
喳	tʂɑ	˨˩	tʂɑ˨˩	21	1	
渣	tʂɑ	˨˩	tʂɑ˨˩	21	1	
楂	tʂɑ	˨˩	tʂɑ˨˩	21	1	山～
遮	tʂɑ	˨˩	tʂɑ˨˩	21	1	
長	tʂæ̃	˧˨˨	tʂæ̃˧˨˨	322	3	
掌	tʂæ̃	˧˨˨	tʂæ̃˧˨˨	322	3	
漲	tʂæ̃	˧˨˨	tʂæ̃˧˨˨	322	3	
作	tsæʔ	˦˥	tsæʔ˦˥	45	7	
着	tʂæʔ	˦˥	tʂæʔ˦˥	45	7	～氣
斫	tʂæʔ	˦˥	tʂæʔ˦˥	45	7	～肉
灶	tsɒ	˦˥	tsɒ˦˥	45	5	
噪	tsɒ	˦˥	tsɒ˦˥	45	5	
燥	tsɒ	˦˥	tsɒ˦˥	45	5	
躁	tsɒ	˦˥	tsɒ˦˥	45	5	
遭	tsɒ	˨˩	tsɒ˨˩	21	1	
糟	tsɒ	˨˩	tsɒ˨˩	21	1	
早	tsɒ	˧˨˨	tsɒ˧˨˨	322	3	
蚤	tsɒ	˧˨˨	tsɒ˧˨˨	322	3	
棗	tsɒ	˧˨˨	tsɒ˧˨˨	322	3	
澡	tsɒ	˧˨˨	tsɒ˧˨˨	322	3	
藻	tsɒ	˧˨˨	tsɒ˧˨˨	322	3	
爪	tsɒ	˧˨˨	tsɒ˧˨˨	322	3	白讀，手～儿
找	tsɒ	˧˨˨	tsɒ˧˨˨	322	3	
笊	tsɒ	˧˨˨	tsɒ˧˨˨	322	3	～籬
炤	tʂɒ	˦˥	tʂɒ˦˥	45	5	
照	tʂɒ	˦˥	tʂɒ˦˥	45	5	
罩	tʂɒ	˦˥	tʂɒ˦˥	45	5	
朝	tʂɒ	˨˩	tʂɒ˨˩	21	1	
招	tʂɒ	˨˩	tʂɒ˨˩	21	1	
沼	tʂɒ	˧˨˨	tʂɒ˧˨˨	322	3	
綜	tsɔŋ	˦˥	tsɔŋ˦˥	45	5	
粽	tsɔŋ	˦˥	tsɔŋ˦˥	45	5	
縱	tsɔŋ	˦˥	tsɔŋ˦˥	45	5	
宗	tsɔŋ	˨˩	tsɔŋ˨˩	21	1	
棕	tsɔŋ	˨˩	tsɔŋ˨˩	21	1	
蹤	tsɔŋ	˨˩	tsɔŋ˨˩	21	1	
總	tsɔŋ	˧˨˨	tsɔŋ˧˨˨	322	3	
中	tʂɔŋ	˦˥	tʂɔŋ˦˥	45	5	
種	tʂɔŋ	˦˥	tʂɔŋ˦˥	45	5	
衆	tʂɔŋ	˦˥	tʂɔŋ˦˥	45	5	
中	tʂɔŋ	˨˩	tʂɔŋ˨˩	21	1	
忠	tʂɔŋ	˨˩	tʂɔŋ˨˩	21	1	
盅	tʂɔŋ	˨˩	tʂɔŋ˨˩	21	1	
衷	tʂɔŋ	˨˩	tʂɔŋ˨˩	21	1	
終	tʂɔŋ	˨˩	tʂɔŋ˨˩	21	1	
鍾	tʂɔŋ	˨˩	tʂɔŋ˨˩	21	1	
鐘	tʂɔŋ	˨˩	tʂɔŋ˨˩	21	1	
喠	tʂɔŋ	˧˨˨	tʂɔŋ˧˨˨	322	3	喫的貶稱
腫	tʂɔŋ	˧˨˨	tʂɔŋ˧˨˨	322	3	
種	tʂɔŋ	˧˨˨	tʂɔŋ˧˨˨	322	3	
足	tsɔʔ	˦˥	tsɔʔ˦˥	45	7	
卒	tsɔʔ	˦˥	tsɔʔ˦˥	45	7	文讀
屬	tʂɔʔ	˦˥	tʂɔʔ˦˥	45	7	
粥	tʂɔʔ	˦˥	tʂɔʔ˦˥	45	7	
竹	tʂɔʔ	˦˥	tʂɔʔ˦˥	45	7	
燭	tʂɔʔ	˦˥	tʂɔʔ˦˥	45	7	
囑	tʂɔʔ	˦˥	tʂɔʔ˦˥	45	7	
祝	tʂɔʔ	˦˥	tʂɔʔ˦˥	45	7	
筑	tʂɔʔ	˦˥	tʂɔʔ˦˥	45	7	顛簸
築	tʂɔʔ	˦˥	tʂɔʔ˦˥	45	7	
皺	tsəɪ	˦˥	tsəɪ˦˥	45	5	
奏	tsəɪ	˦˥	tsəɪ˦˥	45	5	
揍	tsəɪ	˦˥	tsəɪ˦˥	45	5	
謅	tsəɪ	˨˩	tsəɪ˨˩	21	1	
鄒	tsəɪ	˨˩	tsəɪ˨˩	21	1	姓
走	tsəɪ	˧˨˨	tsəɪ˧˨˨	322	3	
咒	tʂəɪ	˦˥	tʂəɪ˦˥	45	5	
晝	tʂəɪ	˦˥	tʂəɪ˦˥	45	5	
舟	tʂəɪ	˨˩	tʂəɪ˨˩	21	1	
州	tʂəɪ	˨˩	tʂəɪ˨˩	21	1	
周	tʂəɪ	˨˩	tʂəɪ˨˩	21	1	
洲	tʂəɪ	˨˩	tʂəɪ˨˩	21	1	
週	tʂəɪ	˨˩	tʂəɪ˨˩	21	1	
肘	tʂəɪ	˧˨˨	tʂəɪ˧˨˨	322	3	
帚	tʂəɪ	˧˨˨	tʂəɪ˧˨˨	322	3	笤～
甑	tsəŋ	˦˥	tsəŋ˦˥	45	5	
掙	tsəŋ	˦˥	tsəŋ˦˥	45	5	
曾	tsəŋ	˨˩	tsəŋ˨˩	21	1	姓
增	tsəŋ	˨˩	tsəŋ˨˩	21	1	
憎	tsəŋ	˨˩	tsəŋ˨˩	21	1	
爭	tsəŋ	˨˩	tsəŋ˨˩	21	1	
掙	tsəŋ	˨˩	tsəŋ˨˩	21	1	
崢	tsəŋ	˨˩	tsəŋ˨˩	21	1	
睜	tsəŋ	˨˩	tsəŋ˨˩	21	1	
箏	tsəŋ	˨˩	tsəŋ˨˩	21	1	
怎	tsəŋ	˧˨˨	tsəŋ˧˨˨	322	3	
振	tʂəŋ	˦˥	tʂəŋ˦˥	45	5	
震	tʂəŋ	˦˥	tʂəŋ˦˥	45	5	
鎮	tʂəŋ	˦˥	tʂəŋ˦˥	45	5	
正	tʂəŋ	˦˥	tʂəŋ˦˥	45	5	
政	tʂəŋ	˦˥	tʂəŋ˦˥	45	5	
症	tʂəŋ	˦˥	tʂəŋ˦˥	45	5	
證	tʂəŋ	˦˥	tʂəŋ˦˥	45	5	
珍	tʂəŋ	˨˩	tʂəŋ˨˩	21	1	
貞	tʂəŋ	˨˩	tʂəŋ˨˩	21	1	
胗	tʂəŋ	˨˩	tʂəŋ˨˩	21	1	
真	tʂəŋ	˨˩	tʂəŋ˨˩	21	1	
砧	tʂəŋ	˨˩	tʂəŋ˨˩	21	1	～板
針	tʂəŋ	˨˩	tʂəŋ˨˩	21	1	
鎮	tʂəŋ	˨˩	tʂəŋ˨˩	21	1	
征	tʂəŋ	˨˩	tʂəŋ˨˩	21	1	
蒸	tʂəŋ	˨˩	tʂəŋ˨˩	21	1	
徵	tʂəŋ	˨˩	tʂəŋ˨˩	21	1	
枕	tʂəŋ	˧˨˨	tʂəŋ˧˨˨	322	3	
疹	tʂəŋ	˧˨˨	tʂəŋ˧˨˨	322	3	
診	tʂəŋ	˧˨˨	tʂəŋ˧˨˨	322	3	
拯	tʂəŋ	˧˨˨	tʂəŋ˧˨˨	322	3	
整	tʂəŋ	˧˨˨	tʂəŋ˧˨˨	322	3	
側	tsəʔ	˦˥	tsəʔ˦˥	45	7	白讀
則	tsəʔ	˦˥	tsəʔ˦˥	45	7	
責	tsəʔ	˦˥	tsəʔ˦˥	45	7	
摘	tsəʔ	˦˥	tsəʔ˦˥	45	7	
窄	tsəʔ	˦˥	tsəʔ˦˥	45	7	
這	tʂəʔ	˦˥	tʂəʔ˦˥	45	7	新文讀
汁	tʂəʔ	˦˥	tʂəʔ˦˥	45	7	
隻	tʂəʔ	˦˥	tʂəʔ˦˥	45	7	
稙	tʂəʔ	˦˥	tʂəʔ˦˥	45	7	
織	tʂəʔ	˦˥	tʂəʔ˦˥	45	7	
執	tʂəʔ	˦˥	tʂəʔ˦˥	45	7	
職	tʂəʔ	˦˥	tʂəʔ˦˥	45	7	
只	tʂəʔ	˦˥	tʂəʔ˦˥	45	7	
指	tʂəʔ	˦˥	tʂəʔ˦˥	45	7	
趾	tʂəʔ	˦˥	tʂəʔ˦˥	45	7	
窒	tʂəʔ	˦˥	tʂəʔ˦˥	45	7	
質	tʂəʔ	˦˥	tʂəʔ˦˥	45	7	
蜇	tʂəʔ	˧	tʂəʔ˧	45	7	海～
載	tsɛ	˦˥	tsɛ˦˥	45	5	
再	tsɛ	˦˥	tsɛ˦˥	45	5	
債	tsɛ	˦˥	tsɛ˦˥	45	5	
寨	tsɛ	˦˥	tsɛ˦˥	45	5	文
災	tsɛ	˨˩	tsɛ˨˩	21	1	
栽	tsɛ	˨˩	tsɛ˨˩	21	1	
齋	tsɛ	˨˩	tsɛ˨˩	21	1	
宰	tsɛ	˧˨˨	tsɛ˧˨˨	322	3	
崽	tsɛ	˧˨˨	tsɛ˧˨˨	322	3	
載	tsɛ	˧˨˨	tsɛ˧˨˨	322	3	
者	tsɛ	˧˨˨	tsɛ˧˨˨	322	3	文讀
藏	tsʰæ̃	˨˦	tsʰæ̃˨˦	24	2	躲～
倉	tsʰæ̃	˨˩	tsʰæ̃˨˩	21	1	
蒼	tsʰæ̃	˨˩	tsʰæ̃˨˩	21	1	
滄	tsʰæ̃	˨˩	tsʰæ̃˨˩	21	1	
艙	tsʰæ̃	˨˩	tsʰæ̃˨˩	21	1	
藏	tsʰæ̃	˧	tsʰæ̃˧	33	6	地～王
臟	tsʰæ̃	˧	tsʰæ̃˧	33	6	
蹭	tsʰæ̃	˦˥	tsʰæ̃˦˥	45	5	～癢
扯	tʂʰɑ	˧˨˨	tʂʰɑ˧˨˨	322	3	
撦	tʂʰɑ	˧˨˨	tʂʰɑ˧˨˨	322	3	
倡	tʂʰæ̃	˦˥	tʂʰæ̃˦˥	45	5	
唱	tʂʰæ̃	˦˥	tʂʰæ̃˦˥	45	5	
暢	tʂʰæ̃	˦˥	tʂʰæ̃˦˥	45	5	
長	tʂʰæ̃	˨˦	tʂʰæ̃˨˦	24	2	
常	tʂʰæ̃	˨˦	tʂʰæ̃˨˦	24	2	文讀，～州
場	tʂʰæ̃	˨˦	tʂʰæ̃˨˦	24	2	
腸	tʂʰæ̃	˨˦	tʂʰæ̃˨˦	24	2	
嫦	tʂʰæ̃	˨˦	tʂʰæ̃˨˦	24	2	
昌	tʂʰæ̃	˨˩	tʂʰæ̃˨˩	21	1	
猖	tʂʰæ̃	˨˩	tʂʰæ̃˨˩	21	1	
娼	tʂʰæ̃	˨˩	tʂʰæ̃˨˩	21	1	
鯧	tʂʰæ̃	˨˩	tʂʰæ̃˨˩	21	1	～魚
窗	tʂʰæ̃	˨˩	tʂʰæ̃˨˩	21	1	白讀，～封：窗戶
衩	tʂʰɑ	˦˥	tʂʰɑ˦˥	45	5	
岔	tʂʰɑ	˦˥	tʂʰɑ˦˥	45	5	
茬	tʂʰɑ	˨˦	tʂʰɑ˨˦	24	2	
茶	tʂʰɑ	˨˦	tʂʰɑ˨˦	24	2	
查	tʂʰɑ	˨˦	tʂʰɑ˨˦	24	2	
搽	tʂʰɑ	˨˦	tʂʰɑ˨˦	24	2	
